
85
1|123123|dddd|0.0
2|aaaaa|sssss|0.0
755|Ankka Aku 74|LPG|0.0
1594|Ankka Aku 82|LPG|0.0
1374|Ankka Aku 60|LPG|0.0
1797|Ankka Aku 82|LPG|0.0
690|Ankka Aku 20|LPG|0.0
332|Ankka Aku 23|LPG|0.0
981|Ankka Aku 64|LPG|0.0
773|Ankka Aku 38|LPG|0.0
557|Ankka Aku 48|LPG|0.0
123|Ankka Aku 47|LPG|0.0
915|Ankka Aku 24|LPG|0.0
872|Ankka Aku 91|LPG|0.0
1783|Ankka Aku 42|LPG|0.0
1330|Ankka Aku 35|LPG|0.0
990|Ankka Aku 34|LPG|0.0
272|Ankka Aku 60|LPG|0.0
1578|Ankka Aku 11|LPG|0.0
1758|Ankka Aku 80|LPG|0.0
1662|Ankka Aku 100|LPG|0.0
63|Ankka Aku 19|LPG|0.0
1372|Ankka Aku 76|LPG|0.0
1522|Ankka Aku 18|LPG|0.0
552|Ankka Aku 69|LPG|0.0
1003|Ankka Aku 89|LPG|0.0
1725|Ankka Aku 6|LPG|0.0
1730|Ankka Aku 48|LPG|0.0
1781|Ankka Aku 66|LPG|0.0
1350|Ankka Aku 16|LPG|0.0
658|Ankka Aku 73|LPG|0.0
1423|Ankka Aku 69|LPG|0.0
379|Ankka Aku 55|LPG|0.0
257|Ankka Aku 46|LPG|0.0
1466|Ankka Aku 62|LPG|0.0
434|Ankka Aku 36|LPG|0.0
763|Ankka Aku 96|LPG|0.0
1215|Ankka Aku 49|LPG|0.0
1340|Ankka Aku 45|LPG|0.0
480|Ankka Aku 2|LPG|0.0
91|Ankka Aku 24|LPG|0.0
180|Ankka Aku 13|LPG|0.0
750|Ankka Aku 6|LPG|0.0
1056|Ankka Aku 85|LPG|0.0
1509|Ankka Aku 21|LPG|0.0
38|Ankka Aku 15|LPG|0.0
224|Ankka Aku 46|LPG|0.0
1280|Ankka Aku 30|LPG|0.0
728|Ankka Aku 81|LPG|0.0
1195|Ankka Aku 30|LPG|0.0
235|Ankka Aku 23|LPG|0.0
839|Ankka Aku 73|LPG|0.0
523|Ankka Aku 49|LPG|0.0
753|Ankka Aku 81|LPG|0.0
1884|Ankka Aku 70|LPG|0.0
1434|Ankka Aku 29|LPG|0.0
1218|Ankka Aku 7|LPG|0.0
1671|Ankka Aku 83|LPG|0.0
414|Ankka Aku 26|LPG|0.0
1504|Ankka Aku 39|LPG|0.0
125|Ankka Aku 13|LPG|0.0
1072|Ankka Aku 28|LPG|0.0
1542|Ankka Aku 23|LPG|0.0
812|Ankka Aku 7|LPG|0.0
659|Ankka Aku 98|LPG|0.0
680|Ankka Aku 58|LPG|0.0
928|Ankka Aku 99|LPG|0.0
610|Ankka Aku 51|LPG|0.0
1387|Ankka Aku 88|LPG|0.0
354|Ankka Aku 66|LPG|0.0
240|Ankka Aku 2|LPG|0.0
148|Ankka Aku 58|LPG|0.0
409|Ankka Aku 99|LPG|0.0
1455|Ankka Aku 41|LPG|0.0
1371|Ankka Aku 61|LPG |0.0
107|Ankka Aku 25|LPG |0.0
